frameNum,rotation,translation,imu angular velocity,imu linear velocity,groundtruth
318,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
319,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
320,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
321,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
322,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
323,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
324,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
325,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
326,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
327,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
328,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
329,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
330,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
331,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
332,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
333,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
334,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
335,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
336,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
337,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
338,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
339,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
340,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
341,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
342,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
343,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
344,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
345,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
346,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
347,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
348,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
349,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
350,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
351,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
352,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
353,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
354,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
355,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
356,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
357,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
358,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
359,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
360,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
361,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
362,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
363,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
364,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
365,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
366,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
367,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
368,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
369,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
370,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
371,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
372,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
373,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
374,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
375,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
376,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
377,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
378,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
379,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
380,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
381,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
382,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
383,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
384,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
385,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
386,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
387,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
